//JASDF and Imperial Japanese aircraft. Scale is probably okay
1601, 15, , , , 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , 2, , , , , , , , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1601, , , , , , 0.068, //Mitsubishi A6M2, 
1612, 15, , , , 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , 2, , , , , , , , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1612, , , , , , 0.068, //Nakajima G5N, 
1620, 15, , , , 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , 2, , , , , , , , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1620, , , , , , 0.068, //NAMC YS-11EB, 
1621, 15, , , , 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , 2, , , , , , , , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1621, , , , , , 0.068, //NAMC YS-11E, 
//ship section - scale might be off. I am open to suggestions (scale is the last value, it can be changed without the need for a recompile)
1694, 15, , , , 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , 2, , , , , , , , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1694, , , , , , 0.5, //PLAN Type 035 "Ming" SSK, 
1695, 15, , , , 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , 2, , , , , , , , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1695, , , , , , 0.5, //PLAN Type 039G "Song" SSK, 
1696, 15, , , , 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , 2, , , , , , , , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1696, , , , , , 0.5, //PLAN Type 093 "Shang" SSN,
1697, 15, , , , 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , 2, , , , , , , , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1697, , , , , , 0.5, //PLAN Type 091 "Han" SSN, 
1698, 15, , , , 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , 2, , , , , , , , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1698, , , , , , 0.5, //PLAN Type 039A/041 "Yuan" SSK, 
1701, 15, , , , 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , 2, , , , , , , , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1701, , , , , , 0.55, //Russian/PLAN Project 636 "Kilo" SSK,  
1707, 15, , , , 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , 2, , , , , , , , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1707, , , , , , 0.35, //PLAN Type 052C DDG,
1721, 15, , , , 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , 2, , , , , , , , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1721, , , , , , 0.5, //Russian Project 671 RMT "Victor III" SSN,  
1707, 15, , , , 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , 2, , , , , , , , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1707, , , , , , 0.5, //PLAN Type 052C DDG,

1778, 15, , , , 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , 2, , , , , , , , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1778, , , , , , 0.04, //SA-13 SAM,  

1833, 15, , , , 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , 2, , , , , , , , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1833, , , , , , 0.085, //Majestic aircraft carrier HMS Hercules/INS Vikrant post sale,

//Most of the "December" aircraft. Scale is probably within reason
1845, 15, , , , 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , 2, , , , , , , , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1845, , , , , , 0.078, //Lockheed Martin F-35A. Note: Other versions of the F-35 will be made separately, 
1862, 15, , , , 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , 2, , , , , , , , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1862, , , , , , 0.078, //Messerschmidt me 1101/99, 
1877, 15, , , , 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , 2, , , , , , , , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1877, , , , , , 0.078, //Grumman E2 Hawkeye, 
1879, 15, , , , 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , 2, , , , , , , , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1879, , , , , , 0.078, //Handley page Victor, 
